currdate,cusip.pct.all,cusip.pct.ma.all
9/20/2010,0.511690047,0.421442246
9/21/2010,0.49268617,0.426885004
9/22/2010,0.445117845,0.427657874
9/23/2010,0.453835227,0.4295433
9/24/2010,0.449502134,0.4313173
9/27/2010,0.49869961,0.438425455
9/28/2010,0.512837393,0.44408202
9/29/2010,0.502262443,0.447350482
9/30/2010,0.491891892,0.450890504
10/1/2010,0.429955291,0.451727112
10/4/2010,0.431316726,0.456694378
10/5/2010,0.499015102,0.460039732
10/6/2010,0.467123288,0.461888947
10/7/2010,0.475510204,0.464644648
10/8/2010,0.418065548,0.464487753
10/12/2010,0.498084291,0.469325449
10/13/2010,0.525753769,0.471731513
10/14/2010,0.449801849,0.470472462
10/15/2010,0.438101788,0.471319388
10/18/2010,0.462962963,0.472710679
10/19/2010,0.431787176,0.468715535
10/20/2010,0.441617743,0.466162114
10/21/2010,0.470754052,0.467443924
10/22/2010,0.417475728,0.465625949
10/25/2010,0.456878118,0.465994749
10/26/2010,0.470215463,0.464570541
10/27/2010,0.460721868,0.461964765
10/28/2010,0.469118668,0.460307576
10/29/2010,0.445611403,0.457993552
11/1/2010,0.446441409,0.458817858
11/2/2010,0.442424242,0.459373234
11/3/2010,0.472944483,0.458069703
11/4/2010,0.47295423,0.45836125
11/5/2010,0.435897436,0.456380611
11/8/2010,0.416666667,0.456310667
11/9/2010,0.467752885,0.454794097
11/10/2010,0.491891892,0.453101003
11/11/2010,0.213768116,0.441299317
11/12/2010,0.450359712,0.441912213
11/15/2010,0.456214689,0.441574799
11/16/2010,0.46849866,0.443410373
11/17/2010,0.449362844,0.443797628
11/18/2010,0.455048409,0.443012346
11/19/2010,0.408819133,0.442579516
11/22/2010,0.452216066,0.442346414
11/23/2010,0.448199853,0.441245633
11/24/2010,0.359276018,0.436173341
11/29/2010,0.443262411,0.434880528
11/30/2010,0.481197772,0.436659846
12/1/2010,0.471371505,0.437906351
12/2/2010,0.458275382,0.438698908
12/3/2010,0.446792453,0.437391307
12/6/2010,0.424911032,0.434989147
12/7/2010,0.462064252,0.436297488
