currdate,cusip.pct.all,cusip.pct.ma.all,Short.cusip.pct,Short.cusip.pct.ma,YR5.cusip.pct,YR5.cusip.pct.ma,YR10.cusip.pct,YR10.cusip.pct.ma,Long.cusip.pct,Long.cusip.pct.ma
7/24/2009,0.453220859,0.442132516,0.371212121,0.43447328,0.487229862,0.477153272,0.474885845,0.451654053,0.382222222,0.334469403
7/27/2009,0.478975033,0.446569073,0.38410596,0.435454279,0.534338358,0.480977252,0.507490637,0.459550074,0.3375,0.335554929
7/28/2009,0.48878628,0.451331502,0.382550336,0.434499829,0.514950166,0.484875166,0.514705882,0.465953626,0.425339367,0.342741438
7/29/2009,0.465993266,0.452496157,0.413580247,0.432205868,0.503533569,0.485666212,0.491967871,0.468177591,0.366795367,0.346030186
7/30/2009,0.486466715,0.456315018,0.450819672,0.434211138,0.513513514,0.489521926,0.49486653,0.470494447,0.413793103,0.353588528
8/3/2009,0.444992948,0.462518992,0.486486486,0.442424351,0.460111317,0.494804149,0.453222453,0.476746303,0.372,0.361159116
8/4/2009,0.482804233,0.467237716,0.440251572,0.447501445,0.506065858,0.498926887,0.490530303,0.480715789,0.439516129,0.369352871
8/5/2009,0.487562189,0.469171552,0.42962963,0.44354433,0.512589928,0.500776998,0.504081633,0.482496447,0.424778761,0.376118125
8/6/2009,0.478479197,0.47168432,0.408759124,0.445513818,0.516007533,0.502390383,0.503018109,0.484970361,0.379912664,0.382754208
8/7/2009,0.48177496,0.473725235,0.476923077,0.447728766,0.513238289,0.504428851,0.503325942,0.487939349,0.352631579,0.383098553
8/10/2009,0.456063907,0.47507484,0.410447761,0.446350328,0.474953618,0.505018637,0.492374728,0.491295199,0.371428571,0.385214285
8/11/2009,0.503157895,0.47742149,0.456692913,0.444384974,0.528673835,0.507716921,0.53187251,0.49484735,0.407563025,0.387569181
8/12/2009,0.488983653,0.479972368,0.453125,0.449067367,0.517793594,0.5098375,0.511247444,0.498469985,0.390350877,0.387779794
8/13/2009,0.472527473,0.480366418,0.439716312,0.447386516,0.512014787,0.512381702,0.463312369,0.496967462,0.412621359,0.387998018
8/14/2009,0.449081803,0.477419439,0.427350427,0.441993474,0.449799197,0.507371662,0.448275862,0.493071732,0.461165049,0.392994596
8/17/2009,0.409507923,0.473819304,0.379032258,0.433046537,0.417372881,0.502488803,0.424691358,0.491063669,0.378787879,0.393022073
8/18/2009,0.440836941,0.47228053,0.378151261,0.430620766,0.47985348,0.500656235,0.465863454,0.489961237,0.322869955,0.391503879
